,similar_clips,clip_id
1058,[  28 3088  735 2659  459  310 2894 2101 2163  644],121023868
1059,[3636 3428 2095 3671 1311  890 1744 1593 1245 1941],121124509
1060,[3304 2543 3351 3671 3714 3769 2412 3565 2077  925],121998615
1061,[ 831 1344 2772 2893 1590  793  848  949 1268  126],122040407
1062,[ 287 2876 1160 2437 3715  957  275 2480 1817  222],121818683
1063,[3491  869 1361 1578 3668 1475  219 2315 2362  464],121024561
1064,[ 351  824 2101   37 1924 2397 3395  779  888  892],54589245
1065,[2042  435 2555  540 1327 2017 1389 2686 2325 1846],121473419
1066,[2403 3626 2765 2463 3424 3501 1449  103  260  694],121649600
1067,[3001 3027 1222 1619 2541 3586 1575 1775 1363  906],119921705
1068,[2770 1454  631 2103  258 2329 1283 1395 2159 3345],118394841
1069,[2676 3698 3551 2321 3863  790 1696 2555 3074 1273],108911820
1070,[ 320 1560 2101  308 1572  300  721 1079 1089  922],121234327
1071,[ 269 1309  879  789  911   37 2813  715 2108 1628],59642733
1072,[ 269   67 1628  879 1555  911 2040 2813  789   37],68606971
1073,[ 426 2180 3544  782 1780 2722 3665  171 1178 3378],95251007
1074,[ 209  744 3405 3450  188  536 1332 1495 1144  864],119907540
1075,[ 405 2268  796 2068  629  992  485  875  945 1431],120538042
1076,[ 776 1234 1039  614 3813 2358 1443 1723 2685 2748],120559169
1077,[3123  576  107 3682  528 3433 1257  433 1401  670],120419055
1078,[2910  645  135  623  841  122 1903 2979 3486  828],119756554
1079,[ 272  721  999 1200  308  300  922 1313 1070 1089],120562699
1080,[ 176  632 1658   65  226  944 1111 1389 2430  540],120514986
1081,[ 715 2877 1628 2813 2370   37  789  269 2040  736],68322131
1082,[1807  638 3656 1039 2045  614  797  565 3005 1205],120401488
1083,[ 311 1628 1001 2607 1492 2060  224  728 2017  715],59179537
1084,[ 206 1250  948  347 2764  757 1328 2806 1686 2935],119736573
1085,[ 946 1457 1295 3857 3504 2992 3646 1976 1514 1868],118751672
1086,[ 446  835  810 3808  766  982 1147 2533 1209 1738],119777338
1087,[2110 2487 3001 3631 2062 1881  247 3586  984 2494],119359271
1088,[1628  911 2813  728  948   37  715  789 2108 2060],118695849
1089,[1572 2101  272  320  721  308  300  922 1070 1079],119932781
1090,[2675 2163 1058 3331 3455 2487  779 2072  845  187],119920980
1091,[3027 3840  724 1694 1106 2361 1516   52  951  760],118532076
1092,[2943 1990 1962  417 3729 2076  727 1516 2711 3404],118694375
1093,[3051 1378  352 3577 1230 2073  911  105 1137 1117],116562391
1094,[3606 2597  265  348 3380  267  166 3211 1902 1017],118919656
1095,[2125  124   60 1142 1478 1397 1057 1471 2602  105],119183201
1096,[3138  260 3187 3596 2119 3638 3685  999 2863 1696],119118862
1097,[2108  789  269 1628  911 2060 2877   37  715 1568],68083055
1098,[ 776 1684 3417 1304 2931 1532 1958  796 1122  861],118688398
1099,[1907 1524 1313 2546 2104 1454 1764 1407 2250 1850],118119037
1100,[ 234 2430 3792 1217  199 2279  540 2382  497 1124],118621591
1101,[1105 3573 3299 3501 2567 3428 3351 1593 1245 1941],117669654
1102,[3077 1222 1506 2920 3714 3351 2272 2879 2486 2218],117475685
1103,[2557 2607 1391 1141 2018 1592 1829 1349 1628 1555],33846498
1104,[1047 2969 2358 3767 1695 3533  667  432 3056 2698],118458120
1105,[3299 1325 1101 1939 3428  805 1593  934 1245 1941],110353157
1106,[3074 2489 1031 1434 1091  873   68  951  760 1843],118019503
1107,[ 354 2604 3568 3810 1523 2985 2751  112 1941 1942],58827100
1108,[ 640 1937 2492 1526 1132 2725  289 2959 1798  359],115687850
1109,[3714 1029  255  204  353 3467 1412 1916 3197  266],117777451
1110,[3064 1133  435  931  835  270   66  674  994  634],117876456
1111,[1080  817   65  251  924 1658  944  540 1389 2430],116131870
1112,[ 947 1658 2430 1806  506  561 2437 1111 3121 1565],117934677
1113,[2358 3209  335 3510 1767 2690  359 2277 2027 1026],118023603
1114,[1950  612  306    6 2935  549 3784 1868 3517  733],117898554
1115,[ 304  483   82 1056 1529 2342 2564 3391  794  142],117827379
1116,[ 124 1031  373   60 3607  513  706  218  105 2044],116746233
1117,[3051  496 1936 1302 1130 1612 2410 1093  691 2073],114521397
1118,[  67  948  911  879 1555  269 1628 2813   37  789],115435198
1119,[3768  228 1057 2380 1184  229 2442 2424 2141 1387],117513135
1120,[1578 2415 1512 1995  896 1434 3320 2867 1412 1046],117430005
1121,[ 841  717  781  509 3279 2210  645 1331 1280  613],116976779
1122,[ 335 1495 1440  154 3212 2189 1247 1935 1684  861],117128919
1123,[1555 1016  879 1628  789  716  224   37   67  715],75273455
1124,[1654 2012 3858 3068 2567 3081 1100 3466 1291 3489],116596161
1125,[ 916  781 1578  121  558  841  869  117 1132 1400],111394087
1126,[1965 2186  791 2884 3391  756 2412  368 1662 2405],115835208
1127,[ 957 3869 2345 1976 2851 3568 2919 2015 3810  281],112233728
1128,[3208 3663 2887  199 3799  653  816  954 2017 3637],116213129
1129,[2205 2509 2748  802 3074  341 2144 1308 3128 2565],116451815
1130,[ 726 1306 1700  258  397 1045  691  631 2410 1247],116634367
1131,[1440 3226 3181 3770 1941 3781 3501 3424 3428 3858],103819779
1132,[1578  880  558  119  117 1125  121  841 1400  869],116498390
1133,[2845 1475 2830 2502 2827 3302 1200 2549 1110 1607],112352280
1134,[ 507  335  555 1006 1785  979  412  486  796  621],114736751
1135,[ 556 2623  985 2000 3084 1195  592 1436  834 1473],114837346
1136,[ 393  388  621  400  415 1461 1438  641  488 1161],116022179
1137,[ 580  794 3071 1384 3237 1378 2228 1529 1830 1230],116160160
1138,[1275 2160 2240 3443 1271  897  565 1394 1250 1828],115357791
1139,[1438  784  393  700  942 1798 2259 2211  788  128],113657402
1140,[2792 3628   17 2528 1503 3021 1458  640 2591  360],115960680
1141,[2537 2144 2018 1829 2377 1349 1391 1555 2557 1103],114928752
1142,[1275 1656  173 1389 1111  944 2401 3163 2430  540],115476131
1143,[1520  283 2781  226 2487 2072  448 1367 1151 3705],99499627
1144,[2274 2431 3676 3405 1332 2715 2287  536 1074  759],115494168
1145,[2456  367 2911 2631 2145 2462 1702 1369 2484 1509],111627831
1146,[2049 2896 3810 2511 2764 1007  347 2806  822 2243],114553695
1147,[1606 1086 2321 2513  486  766  621  683 1209  982],112212664
1148,[ 584  673 1841 2214 1385 1444 2250  809 2183  455],115134273
1149,[ 811 1315  345  411  915 1496 1025  717  781  645],112673745
1150,[ 783  407 1411 2776 2075 1039 1608 1303   21  769],115247318
1151,[1367 3554 3487 3866 1143  767 2090 3128 3870 3509],114989521
1152,[2570 2411 1433 2860 3606  219  723 2672 1827 2046],114662274
1153,[ 629 2842 3510 2623 2156 2382 2113 1621  953 2000],113946015
1154,[1400 1402 2894 1258 2605 3464 2462 1204 1749 1242],99713258
1155,[2701 1413 3538 1382 1437 1536 2748 3721 2735  774],114942601
1156,[ 192  119  609 1628 2108  728 2221 3174  715 2017],68212749
1157,[ 104 3620 1383 1800 2244 2548 3477  784 3220  742],111494784
1158,[ 670  854 3050  154  483 1029 3012  753 1552 1409],114742469
1159,[2104 1910 3602  428 3863  446 1945  476 2613  817],114565531
1160,[3772 2372 2876 2437 3868 2251 3715 3096 1569 3509],114536933
1161,[ 784 2750 3085 2514  885 3191  860 1978  641 1136],112092146
1162,[3662 1170 3770 1355 1069 2316 1668 2753 1647 2105],114546996
1163,[2064 2691 2595  366  510 3716 3186 2840 2302 3154],113544877
1164,[1001 1803  715 1635 3060  728  523 1605 2252 2733],52744406
1165,[ 988  824  290  395   53 1723  205 3275 2791 1203],113545101
1166,[1287 1289  704 1153 1755  401 2742 3518 3348 3741],80770502
1167,[1378 2105 1512 1414  869 1578 2940 2489 2338  363],113964042
1168,[1296 1025 1132  916  117 1400  717  781  645  841],113571214
1169,[ 617 1364  179 2186 1312 2605  791 1021 2659 3334],60788712
1170,[ 234 3314 2245 3792 1162 2082 1544 1100 1319 1732],111824585
1171,[1505  537 1144  807 3867 3134  365  282 2848 2260],112799051
1172,[ 869 1966 1695 1648 2607 1873 1512 1001 1492 1803],113868429
1173,[  50 2407  116 2584 2452  480  999 1289 1200 1313],111087687
1174,[2038  304  473 1438 1885   57 1043 1056 2554  538],97360486
1175,[1521  668  351 1236 3154  645  117  841  755 1533],112784176
1176,[2689  287 3277  416 3714 1493 2153 2245 1017 3110],112944154
1177,[2607   37   67  789 1349 1829 2813 1628 1555 1103],56782935
1178,[ 638 2213 1780  354 3178 2936  782 1073  171 2722],113241846
1179,[3800  868 2406  157  454 2500 1374 3749 2462  837],113008367
1180,[1639 3712  948 1194  298 1627 2860    4 1945  917],108650530
1181,[2996 1673 3573 3532 3400 3008 3428 1485 3424 3501],112613760
1182,[1879 1389  540 3258  178 2799 2782  316 3768 1993],112687575
1183,[ 645 1648  781 1025 1315  411  717  345  915 1496],109657377
1184,[3167 2685  147 1970 2292 3194  228  261 3845  229],112889130
1185,[1048 3319 1658  924 2430 1389 2272  540 1305  929],111938224
1186,[2544 2939  312 3467 3798 3163 3542 1032  489 3870],112221665
1187,[1258  716  948 1400 2200 1132 1578    1  728  869],112491820
1188,[ 788 1533  615   52 3865 1815  870  668  194  619],110883306
1189,[ 878 1612 2446 1452 3271 3076 2077 2154 2753  472],112361221
1190,[2688   74 3396 3001 2634  234 1234 3859  597 3850],111475800
1191,[2935 3812 1355 2085  824 1140 3222  792 2478 3370],112391679
1192,[ 411 1025  345 1628  717 1697  915 1496 1648 1315],112360862
1193,[1070 2370 3657 2978 1207 1200 2146 1356 1665 3422],112078790
1194,[ 305 2369 2281 1821 2929 2922 3654 2860 1627 1945],111049676
1195,[ 107 1473  229 2630 1135 2893 2952 1184 1376  126],104576119
1196,[2431  915 1594  345 1183 2287 1496 3194 2530 2796],111956409
1197,[ 832  540  789 1132  841  558 3820  944 3463 1271],104785081
1198,[2003 2410 2484  195 2010 2332 3425 1265  796   78],110899592
1199,[1544 1566 1558 1635 1040 1903 2017 3791 2642 1790],111361109
1200,[2407  728   50  116 2584 2452  480  999 1289 1313],80890954
1201,[2813  264  853  789 2127 1202 2117 2655  523 2669],110197160
1202,[1378 1001 1400 1492 1201  523 2669 1578  869 1512],68866825
1203,[3867  839 2917  850  834  239 2031  356   92 1165],110168157
1204,[ 879  269  173 2370 1628   37 2813 2877  789 2040],43747127
1205,[ 629 2068 1804 1306 1454 3011 1397 1130  565 1365],110602629
1206,[2813  911  781  645  966  121 1400  117  841 1132],110063145
1207,[1402  716 1258 2519 3174 1921  728 2060 2108  715],110421448
1208,[ 645 1004  905  781  841  123 1025 1201  523 2669],110594162
1209,[2230 1468  942 1086  486  766  621  683 1147  982],109126985
1210,[ 445  668 1392  693   42  614 1554  393 1955 2041],110146922
1211,[ 333 1022 2893 3060 1700 1880  946 2882 2933 1705],110128159
1212,[1821 2191 3852 3768 2369  305 2215 1627 2929  917],109903713
1213,[3687 1362 1448 1544 2528 1105 3428 2088 2860 2785],79369173
1214,[ 915  757  558 1496 1315  916 1025  717  645  781],109994035
1215,[2559 1483 2440  932 2514 1666  406  247 1390 1824],110389272
1216,[2984  388 1054  556  614  488  788  803 2003 2927],109553597
1217,[1100  107  199 3094 3036  886 2279  589 2100  497],109805292
1218,[3506 3838  875  418 1075 1431  769 2316 1295 3530],110164478
1219,[  84  231  502 1039  760 1461  614 3039 1895 1168],109672232
1220,[3209   16 3533   69 1668  341 1752  297 3074 1712],105962129
1221,[ 345  916  869  717  915 1496 1578  558 1315 1697],72494801
1222,[3237 1679 1280 1773 2980 1067 3077 2272 2920  111],109054192
1223,[1041 2312  491 1802 2769 2005 2064 1809  216 1515],109646378
1224,[ 789  269 1628 2813  715 1542 2370 2040 3593 2519],108160097
1225,[1279  493 2823 1154 1051  418   72  641 2400 1576],109403054
1226,[2494 3407 2770 3734 3871 3415 2082 3784 1436 2206],108940057
1227,[2881 1280  483  463  556  692 2118 2514 2016 2972],109092534
1228,[1326 1696 2114   76  854 3848  511 2264 3736 3588],109041102
1229,[ 841 2430 1032 1111 3257  642  122  540 1389 3768],67614238
1230,[ 580 2292  794 3071 3237 1378 2228 1529 1830 1137],109220419
1231,[1517 2020 2010 1993 2105 3013 1670 3856 2279 3425],106835400
1232,[3284  741 1290 2000 1053 1136 1153 1552 3361 2770],109105753
1233,[1837  668  138 1340 1670  885  140  463  306  335],108798045
1234,[3646  832  779 1987 1076 1995 3163  324 1656 1190],108499003
1235,[1029 3572 2723 2200 2103 3257 3506 3819  977 3768],106105694
1236,[ 345 1315  841  916  915 1496 1025  717  781  645],106886061
1237,[  41  258 1524 2094 1330  430 1030 2010 2354 1664],105306752
1238,[ 944 2816 1389 1031 1048 1111  228 2430 3183  540],108494448
1239,[2812  428 3390 1111 2477 1976 3266 2857  259 1927],108679857
1240,[ 591 2634 1908  597 3467 3850 1663 2104 1945 2960],67768281
1241,[ 278 2622 2485  103 1962 2613 2583 2906  694 2627],103549058
1242,[ 998 3676 2486 1749 2099 2787 1154 3203 1364 3199],101030171
1243,[ 247 1728 1375  532 2710 1168 1230  339 2292 2365],108104171
1244,[ 300 1806 3422 1369  908  706 2372 2075  347  770],107963554
1245,[3226 2575  934 1744 1105 3299 3428 1101 1941 1593],108329954
1246,[3604 1277 1586 3668 1080 3719 2994   68  873 2218],107905316
1247,[2410 1700  397  691  631 1306  726  258 1130 1045],108194249
1248,[2369 1444  466 1798  601  978 3249 3038 2575 1287],105194950
1249,[ 556 2838 3307 2028 2195 1426 1493 3145  901  317],107046874
1250,[ 335 1182 1755  556 3620 1828 1138 3853 2214 1728],107545556
1251,[  70  964 2615  559  947 2792  718 1540  635 2796],107789364
1252,[ 335 1205  500  195  485  813  885 2775  668  400],106982886
1253,[ 255  392 2585 3496 3646  710 1029 1037  341  578],107021974
1254,[1628 2040  224  789 1368  879 1036 3133  489  582],95036996
1255,[1403 1461  748  672 2544  173  614 1438  681  449],105905415
1256,[2492 2704 2994 1927 1798 2675 2023 1681  692 2437],107435702
1257,[3198 1928 1077 1743   46 1482  844 1870 3352 2525],107270525
1258,[ 716 2221 1966  539 3174 2096 1891  728 1492 1921],107395294
1259,[3083 1512 1001 1845 1635 1492 1803 1966 1873  581],70036973
1260,[1598 1951 3721 3794 2582 3536  425 3666  402 1849],91007618
1261,[3174 2108 1125 1207 2119 2146 1258  728 1921  715],78966399
1262,[3538  228  660 2060 3174 2744 2772 2146 3029 2473],105945427
1263,[3648 1287 3867  829 2430 1346 2123 3081 1747 1291],105673207
1264,[ 695 3544 2511 2294 3581 1285 2338 3057 1350 3557],106733307
1265,[1555 1843   37 1198 3174 2748 2484 1276 2587 1996],106839392
1266,[1688 2146 1356  320 2619  902 1665 3422 1100 3779],106807552
1267,[3375 3418 1513 3017 3514 3062 2883 3740 3804 2524],106547345
1268,[1658 1048 1656  940 1080 2430  944 1111 1389  540],106420288
1269,[2329  388 2821 1461 3422  614 2216  638  118 3539],105271192
1270,[1912  247  976  671  291 2012  833 1486  997 1310],106176257
1271,[1399 1695 1138 1024 1824  941 3439  347 1197 3463],105580094
1272,[2764  244 2079 3321 2168 3646 1885 3025 2242   57],104899925
1273,[ 299 2853 1338 3858 1759 1459 1696 3074 1069 2416],105570864
1274,[ 345  781  869  915 1221 1315  717 1496 1697 1056],105718084
1275,[1589 3163 1142  944 1111 1389 2430  682  540 1656],106167333
1276,[1265 3160 1550  313  282 2055 1404  235 2725 2241],104919576
1277,[1887 1558  727 3859 2101 2430 1032 1718 2308 2439],105549542
1278,[ 576  411  915  811  167 1496 1025  645  781  717],105264011
1279,[ 626 1692 1224 2386 2671  668  382  788  784 1666],105412070
1280,[1397 2595 2881 2741 2329 1495 1121 3011 2161 2118],105685485
1281,[1254 3221  122 3806 2838 3034 3072 3079 3732 2112],105585712
1282,[1056  538 1650   58 1340 1507  975  944  404 1641],99751349
1283,[3179 1436 3308  700 1570 2632 2770 1564  302  920],105078498
1284,[ 540  812 2430   65 1111  278 1389 3270   69 2354],105551999
1285,[1351 1518  590 2379 3180  211 3476 3529 1264 3557],105200077
1286,[2476 3374 3802 1332 2401 3494 3328  873   68  982],102319896
1287,[2884 3068 3654  583  844 3066 1248 3516  978 1444],104877719
1288,[ 368 1032  636  540  718 2512  151  248 1425 1493],104961644
1289,[ 523  728   50 2452  116  999  480 1200 1313 2584],67596510
1290,[2689  194 1976 3109 1798 2461 1906 3503 3375 1825],105149174
1291,[2370 1654 3858 3068 1263 1747 3466 3489 1124 3081],105009872
1292,[ 201  673  556  668  972 1623 3593 1533   68  873],103664163
1293,[1035  607 1572 2267 1907 1477 3303  838 1497 3082],104894544
1294,[1881 3765  429 3812 1350 1042 1523 2682 3529  200],103907391
1295,[ 455 3214 2161 3530 2807 2910 3112 2106 2112 1218],103721959
1296,[1125  119  916 1400  717 1132  781  645  117  841],103583307
1297,[1329 1156 3297  223 1009 3089 2503 3579 1765  451],104507683
1298,[ 546   71 2543  115 1554 2315  517 1895  672 3864],84062802
1299,[1572 2308 3064 1472 1379 1530 1715 2070 2721 3181],99575154
1300,[3176 1376 1443   36  389 1702  850 2789  693 3191],103637782
1301,[1221 1709 1512 3203 3025 3388  869 1578 3644 3682],103316694
1302,[2073 2430 2095 1111 1928 1117  402  518 1440 3638],103092939
1303,[3045 2607 3704 3748 2167 1623 1614 3549 3363 2919],103927232
1304,[1943  827 2429  885  668  393 1537  344  555 3102],103595267
1305,[ 226  944  540 1200  716 2920 2452  929 1185 3050],103678910
1306,[ 631 1700  397 2410 1130  691  726 1045  258 1247],103728987
1307,[1269  417  184   90 2834 3805  925 3539 2320  265],103425574
1308,[2446  137 1933   68  873 3559 2864 1129  947 3591],83467406
1309,[ 879   37 2370 2813 1628 2040  789 2108 2479 3423],102825514
1310,[ 291 2012  976  796  833  400 1912  997 1486 1270],103322827
1311,[1221 1132 1512 1791 1001 1059   18  869 1578 3636],103266746
1312,[1169 2186 3616 3403 2659  791  478 2605 3334 1021],95946394
1313,[2407   50  728  116 2584 2452  999  480 1289 1200],74238810
1314,[ 177  737  388  400  535 1740  369  776 3504  665],102258703
1315,[ 916  345  411 1648 1697  645  781  915 1496  717],69293738
1316,[1040 2973 1820 2089 1590 3843 3404   69 3688 3510],102428515
1317,[1001 1132 1400 1492 1378 1512 1578  869 2328 1709],102671169
1318,[ 488 1314  776 2219 2436  388  369 2437  434  393],83963720
1319,[ 540 3626 2325 2181  416  830 3491   77  993 2461],102051605
1320,[ 815 2083 3745 3672 2361  414 3373 2030  561 3027],68820106
1321,[1552  598 1253 2126 2566 2775 3238 2029 3785  471],102550866
1322,[  53 1636  290 3408 2489  506  988 1370  395 1141],102006514
1323,[3005  491 3425 1857  607  429 1477 3768 2470 2246],25485145
1324,[ 219 1567 2196 2656  537  788  278  470  668 1450],100855742
1325,[1593 3501 1245 1941 2133 1744  934 1105 2326 1835],102501580
1326,[3250 1228   54  107  880  322  346 1132 2329 1207],101953117
1327,[3396  191 1908 2555 3438 1065 2953 1846 2325 2378],102266784
1328,[2877 3035 1132 3590 2889  546  948 2564  757 1686],102116605
1329,[ 224  825  717 2370 2846 2040 2865 2503 1765 1009],100751417
1330,[2062 2161  788  885 2944 2073 1237 1664  456 2354],102234762
1331,[2339 3177  548 1287 1645 2708 1121 2520  613 1583],101323311
1332,[1074 1144  964 1016 3680 2017 2810 1343 2949 2267],90191480
1333,[2332 2575 2044 3424 1833 3501 2766 2463 2874 3281],101952159
1334,[2112  611 3025 3668 3373 2974  607 1007 2043 2109],101417292
1335,[1825  413 1000 2127 1408 2640  772  896 2139 1462],100949626
1336,[2060  911 1891 1921 2901 3174 3193  542 1777 1415],101882592
1337,[2467 1990   79 3236 2082 3867 2727  919 1513 3513],92790338
1338,[1578  869 1273 2675 2996 1770 1105 1101  949 1361],101373765
1339,[1635  924  949  544 2761 3290 2971 2523  512  687],101272130
1340,[1684  154 2185 1958  335  615  467  885  975 1641],101280264
1341,[1446 3056 2451  540 3611 2430 2896 2699 3749 3454],95415863
1342,[ 502  359 1205   42 1365 2993 2319  195   24  304],93620598
1343,[2771 2933 1472 3530 2277  642 3725 1332 1603  986],98571984
1344,[3393 1650 1111  498  540  944 2430 3203 2585 1776],98970817
1345,[ 518 3283 2404  366 1156 1205 3349 3126 3808 2713],42109988
1346,[1886 2401  314  924 1767  396  944 1111  540 2430],101238565
1347,[3212 2430 1517 1440 3839 1993 3745  915 1302 2656],84779440
1348,[1288 1291 1741 1858 1571 1944  601 3618 1457  849],101340130
1349,[2537 1391 2018 1141 1592 1829 2607 1628 1555 1103],101094651
1350,[3169 1981 3351 2418 1556 1264 1584 1546 2231 1048],43233558
1351,[2705 1132 1378  869 1578  659  496  913 2964 3817],99992788
1352,[ 404 1603  932 1340 2436 2317  745  975 1641  187],101016146
1353,[ 407 1804 1365 3286 1340 2921 1205 1619 3768 1820],100508776
1354,[1351  838 2600 1526  496 2535 1822 3083 2302 3311],100740282
1355,[1691 3789 1051 3111 3471 2884 1978 2400 2465 1998],100238012
1356,[2051 1207 1070 2370 3657 2146 1665 3341 3422 2556],99895335
1357,[1945 3635 3143 3099 3860 1375 1984 2609 2621 3356],67819530
1358,[3655 2134 2076 3735 1395 3637  954 1420 3293 3791],98330466
1359,[2430 2477 2444  540  426 1457 2024 2715  158  961],55090522
1360,[2998 3611 3283 3232 2280 1098  807 1369 3253 2354],90549174
1361,[1902  949 3323 3553 2534  910 1409 1778 2624 1338],96535666
1362,[2716 3732 3083 2519 2785 3593 1945 1627 3044 2860],99694729
1363,[ 935 1807   72 3096 1569 3283  813 3001 1067 1662],99045058
1364,[1749   26  913 2099 3334 1021 2605  617  791 2659],59400095
1365,[ 629 1684  615 2870 1804  467 2068  335  565 1205],98826310
1366,[ 885 2160 1205  615  738 2789 2616  154 2690  693],83807418
1367,[1926  226 3712 3867 2490 2487 2072 1151 1143 1474],98345492
1368,[3351 3315  130  211 2412 3565 1254 3714 2470 3133],98898769
1369,[2050 3854 2818 3810 1725 3563  328 1953 2490 3502],97115097
1370,[1500  584  464 2557   64 2214 1322 2489 1141  807],98861259
1371,[ 542  640  467 3102 1226 3775 1666 2050 1608 3699],98486010
1372,[3532 3768 2240 1229 2066 2347  521 2919 3241 1019],85513505
1373,[1389   93  226 3455 1752 2430 2490  540 2742  688],95870548
1374,[ 966  948 1921 1891 1578  121  789 1132 1258  869],79156963
1375,[1603  986 3635 1945 1357 2609 2621 3860 1984 3356],97875387
1376,[ 915  717  192 1025 1628 1924  715  911 1496 1487],83528019
1377,[  40 1395  504 1899 2672 1959 2098 3147 2940 3674],98437579
1378,[2370 2607 1628 1697 1578 1001 1512 1492 1803  869],73022720
1379,[3472 3435 1530  718 2125 2070 2721 1715 3181 1299],97451917
1380,[ 789  880  117 1132  781  645 1574  119  841 3196],97304185
1381,[ 535 1243 1986 1374  482 2849 3623   91 1457 3515],90842375
1382,[ 774 3406 1000 2470 3635 1398 2750  453 1394 3768],97971369
1383,[2461  636 2746 3164  368 1493  256 2512 1880 2244],96878855
1384,[1506  740  457  159 3529  548 3221 2940 1137 3407],96930683
1385,[3507 1557 3717 2183 2945 2260  455 3248 2889 1655],97111129
1386,[2370   37  269  879 1639  911 2040 2813 1628  789],71055478
1387,[1578 3870 1512  869 1695 3768 2292 1168 1032 1119],97748157
1388,[3462 1833  402 1182 2606 1990 2777 2782 2201 1696],97455734
1389,[ 586  817 3334  944 3768  176 1658 1111 2430  540],93575669
1390,[1205  989 3165 1429 2365 1723  228 3426  247 1215],97438456
1391,[2144 1402 2018 1829 2377 2557 1349 1141 1555 1103],96063688
1392,[3139 2213   18  873   68 3580  605 2034  190 1210],95845246
1393,[2036  540 3768 1598 3510 3223  466 2430 1005 1878],97270099
1394,[1925 1138 1699  521  236 1382 1922 1398 2750 2240],97561454
1395,[1068 3340 3580 2293 3799 2938 1716 3637  954 2622],96769064
1396,[  45  359 2158  672  563 1799  682  518 2276 3369],97174655
1397,[2741 2068  427 3156 1280 2931 3011 2881 2161 1205],97348308
1398,[2750 1922 1000 1131 3142 2240  755  540 1382 1394],96992249
1399,[  37 1001 1873  789 1695 1648 1492 1628 2607 1803],88251170
1400,[2607 1578  781  121  117 1125 1492  841 1132  869],97117689
1401,[1221  586    1 2422 1657  172 1466  433  192 3768],97356262
1402,[2060 1001 1349 1829 1103 1873 1628  715 1555 2607],97122568
1403,[2259 1039  672  118 1368  796 1010 1254  393 3133],97168476
1404,[ 494 1838 1428 2954 1276 1510  754 2055 3454 1998],97088156
1405,[3648  492 1031 1648 2489 1966 1029 2058 1982 1516],97044963
1406,[3427  583 2061 1894  768 3374 1002  599 1925 2535],93105940
1407,[1454 1524  481 2104   93 2250 1764 1850 1099  557],96472110
1408,[1132 1335  869 1578 2271 2222 1258 1921 1378 2943],95482896
1409,[2183 3389 1029 1778 3868 1361 2153  753 1552 1158],95831156
1410,[2933 1806 2154 2798  685 1832 2193 2163 2658 2652],78433108
1411,[2544 1461 1964  118 1438  488  388 1039  614 2355],72630173
1412,[2771 2615  912 1797 2656  636 1109 1120  735 1995],95757264
1413,[1155  445  826 2382  645  717  100 2892  710 2955],96000990
1414,[2960 1694  416 1895 1498 1823 1167 2638 1028  507],62386108
1415,[3832 2380 3814 2352 3831  396 2901 3505 3768 1336],95974049
1416,[ 334 2478 1878 2133 2439 2813  316  161 1723  989],95995577
1417,[3432  456 1495   89 2492 3646 3611 1973   13 2270],95796043
1418,[1126 1021 1169 1749  794 3391 1576 2186  791 2412],95034569
1419,[3344 1322  422  630 3850  644 2528 3835 1636 3421],91594427
1420,[ 778  354  946 2296 1659 3770  720 3098 2215 3240],95646143
1421,[ 911 1132  789 2040 2370   43  869 2405 3347 1739],95689693
1422,[3271 3807 3460 2555 3333 3429  607 3678 1865 3816],94087291
1423,[1697 1492  192  869 1496 1192 1628 1648 1803 1315],68250479
1424,[3851 3388 1772  292 1589 2080 2683  326 3447 2446],85960055
1425,[2777 3824  162 3266 1527 2230 1434 1867 2513 1288],93466855
1426,[3386 2239 1250  118 1997 1773 3415 1249  339  901],88764798
1427,[2407 2452 2584  116  480  999 1289 1200 1711 1313],88372148
1428,[1404 2683 1259 2693 3706 1446  370 1836  581 1909],93723851
1429,[1147 1237  154  483  181 1390 1664 2382   72  729],95118171
1430,[3439 3130  243  857 2445 1038  849  568 3300 3726],94950033
1431,[ 485 1700  945  582 2569  629  992 2068  875 1075],95337936
1432,[ 728  983 1512 1258 1001 2370  224 1921  715 1598],95255285
1433,[3799 2265 2860 1976  219 3637  954  723 3266  453],77677392
1434,[1911 3665 3637  557  162 1567 1042 3491 3739 1439],93965105
1435,[1207 1803  789 2607 1399  579 1628 3499 2060 2319],93050867
1436,[1496 3351  345 3084 1226 2082 2879 3179 3327 2770],88022752
1437,[1684 2647 2544 2782 2698 2999 2511 2701 2338 2093],94936857
1438,[3026  728 2519 2108  715 3446 2060 1056  538 1043],93290081
1439,[3491 3214 3663  610 3799 3739 1042 1434  954 3637],92869692
1440,[3767 1744 3342 3501 3849  725 3070 1122 3428 3212],90796762
1441,[1470 1637 2546 1028 1083  335 1728 3243 3380 1750],94390460
1442,[1460 1358 2864  177  361 2508 2572  718 1914  125],70332985
1443,[3745 1664 1076 1365  565 1551 2749 1205  952 1804],94253228
1444,[3006  980  752 2627 3832 2821  305 1148  978 1287],85002648
1445,[1074  228 1316 2310 3798 1196 1518  206   81 1594],92826333
1446,[  26 1154 2400 2844 2172 2652 1023 1341 1428 1508],68476317
1447,[ 968 3467 3791 3544  926 2638 3057 2208 1874 2024],94202204
1448,[1744 2080 2657 3511 3355 3679 2860 2785 3665 2528],93094247
1449,[1101 1311 1962  694  329 1485 3466  260  103 1066],93003441
1450,[ 195  154 2390  788 2189  796  668  537  470 1324],90265128
