,similar_clips,clip_id
1972,[ 224   37 1628  715 2813 2370   67  789 1555 2040],36491475
1973,[1487 2096 1803 1891 1921 1873 1258 1756 1495 1966],62409118
1974,[ 752  900 3455  454 1003 1022 1652 1522 1582 2799],59230893
1975,[3681  416  993 3505 3532 2657 3468 1558   55  553],62330832
1976,[3869 3568 2101 2471 2586 3494 2549 1433 3540 2571],62509176
1977,[1648 2221  717  781 1025  411  757  345  915 1496],57297653
1978,[1136 1051 2823 2483 1161 2400 1355  641 2465   80],59075039
1979,[  96 1032 2516 3870 3768  294 3780  376   77 1535],62267330
1980,[ 852 1540  372  228  705  371 3073 3529 2744  104],62452128
1981,[1628 1402 1648 1492 2316 1803 1966 2607 1873 2283],57564747
1982,[2264  607 2736 1784 2851 3030 1477 3076 2058 1405],58822149
1983,[1683 1798 3634 2577 3778  323 2880 1794 2608 2046],62201173
1984,[3099 3860 1357 1945 1375 2621 2609 3356 2107 2875],62219238
1985,[2540 1815  329 3563  986 3710 3843 1603 3494  444],62085613
1986,[1788 1686 1695  789 1873 1492 1628 1648 2607 1803],52243765
1987,[2840 1234  396 2693   17 2297 3563 3646 2308 2683],51159181
1988,[ 667 2715  767 2085 3698 2986  797  860 1857 3075],60555406
1989,[1960 2396 1505 1944 2985 2751 2535 3045 1620  931],61813841
1990,[1489  289 2777 1388 3524 1962 1696 2711 2495 2201],61174671
1991,[2060 1608 1054 3707 1921  728 2108  715 1402 1207],15023343
1992,[ 881  635 3702 3180 2615 2900 3354  708 2738 2484],57197027
1993,[1305 3768 1658 1231 2440 3258 3471  720  178 1182],60999448
1994,[1595 2837 2239 3452 2060  209 1207 2245 1787 3767],60639863
1995,[2387 2127 1412 3668 3292 3382 2427 2356  735 2233],61103187
1996,[ 861 2003  344 1684 1935 1010  195  796 1265 2587],61532659
1997,[1557 3178 1426 2255 2940 2903 2105 1054  371 2489],56406342
1998,[3165 3656 3052  754 3454 2790 3869 1691 1355 1404],60043114
1999,[1635 2607 1492 1648 1966 2444 1803 1873 2367 2425],61217305
2000,[ 629  179 1902 2940 2623   23 1153  953 1621 2113],59106292
2001,[2465 2968 2935 1036  376 3370  593 3179 1156 3140],59144993
2002,[ 905  561 1903 1924 2782  505 2221  643 2017 3559],59244708
2003,[ 397 1935 1996  700  861 1684 1216  803  796 2927],60224302
2004,[3174 1555 1016 2519  715 1924 1132 2060 1891   67],57765423
2005,[1165 3701  726 3278 2171 1223  608  701   77 2791],60554403
2006,[3282 1228  723 2201 1184 1401 2951 2035 1604  190],57254558
2007,[3085 1304  776  796  488 1003 1136 2400  400  486],59528715
2008,[1804 3291 1387 2464    3  619 1035 3374 2869 1692],60576409
2009,[2503 3259 1519 3095 1765 2105 2128  779 3483  506],60763684
2010,[1517  954 1670 3013 3856 2279 1237 3425 1877 1942],59079498
2011,[1135  899 3352  535 2759 3327 1710 2085 1436 2687],59376506
2012,[ 255 2112 2820  647 1310 1270 2177 1569 1124 1024],58869875
2013,[2435 2608 3802 1976 1480 2070 3814 2490   10 3722],58224211
2014,[2544  400 2916  741  304  678 2628  393  784   42],59282725
2015,[2170  380 3558 3512 2287 2919  326   73 2325 3810],60021080
2016,[2818  267 3672 2411 1227 1433 2959 2860  219  723],59767453
2017,[  67 2607 2018 1083  716 1555 2221 1628  715  728],57395065
2018,[1391 1402 1592 1829 2017 1349  715 1628 1555 1103],58241892
2019,[3436 2295  346 1668 2475 2535 3046  206 1911 3271],60037201
2020,[2639 1031 2530 2123 1887 1634  694 1457 2500 2135],59976249
2021,[3320 1283  813 3179 1436  406 2514 2770  454 1572],59880951
2022,[3408    5 2387 1671 1977  376   53  290  988  395],58729480
2023,[3795  150 2017 1256 2586 3829 3221 2063 3529 1475],59956490
2024,[1359  924 2490 1874 2638 3529 2783 2208 1447 2399],60002414
2025,[1071  710 1349 1519 1512 3603 3446  349  838 1497],58531940
2026,[ 780 2220   16 2484  241 3415  860 2415 1350  359],58841871
2027,[1703 3135 1889 1809  742 3580  170 1026 2277 1113],59629693
2028,[ 281 2716 3172 1784  774 3154  317 2835 3076 1249],59379393
2029,[3547 1100 1629 3210  471 2130 2382 1321 1610 2775],12423997
2030,[1421 3373  597 1320  591 1275 3850  102 2960 2399],57460444
2031,[ 128 3488 2869 3161 1389 3391 2086 1203  562  839],58659769
2032,[3126  558 2060   37 1567 1207 3174 2343 1852 1598],59393483
2033,[2624 2436 2927 2342 2942 2617 1554 2180  788 2808],57705581
2034,[2283  691  975 1826 1702 3205 2789 2827 3061 2616],59361603
2035,[ 927  863 3357 3530  946 1798 1897 1302 2006 2703],53623459
2036,[2308  772 3857 1613  442 3303 1552 3241  521 2066],51704432
2037,[1924 2060 1025 2813  789  558 1496  915  345  757],58918841
2038,[ 907 1737 1100 2128 2763 1438  473 1043 1056  538],58933055
2039,[1056 2680 1941 3428  538 3501 3299 1796 3619 1738],57815233
2040,[2271  911 2877  269   37  879 1628 2813 2370  789],58617220
2041,[ 788 1136  393  641  614 1039 1053  415 1210 1955],58879954
2042,[3622 3180 2396 2660 3242 1721 1065 1862 3224 2730],56136687
2043,[1528 2531 1766 1057 2723   87 2125 2109 1334 3675],58015626
2044,[3027 2020 1573 1031  373  183  706   77  218 1116],54144270
2045,[ 602 1525  932 1817  407 2195 1721  801  868 1851],58161697
2046,[3066 1803 1683 1873 3606 1983 3778 2476 1827 1152],58445885
2047,[1695 1492  789 1677 1648 2607 1548 1803 1628 2942],58298502
2048,[ 173 3174 1391 1921  988  290  395 3067 3373 1898],58444378
2049,[  17  312  287 2360 1558 1032 3467 2246 3870 3798],58449984
2050,[3810 3027 1371 2252 2818 3430 1369 2490 3502  443],57444237
2051,[2574 1089  922 1070  721 2101 2057 1572 1579 1560],58179312
2052,[3670 1685 2960 1670 1421 1349 3850 3338 1262 2316],58429056
2053,[1496 2476 1722  915  345  516 3842  323 2058 3266],58293017
2054,[ 717 2710  531 3544  148 2905  494  874 3390 1678],58288032
2055,[3624 2580 2253 2413 1510 1404 3384 2737  219 2087],50405555
2056,[2410 1130 1719  397 2782  737 2332  843  445  399],57536776
2057,[2574 1089  922  721 1070 2101 1572 1579 1560 2051],58179094
2058,[3842  462  931 1035 1958 1982 2053 3038 3266 1405],57804203
2059,[2266 2778 2718 3356 1655 2492 2541 3300 2412  653],56988484
2060,[3174   27   37  757 1686 2519 1628  728 2108  715],58150375
2061,[2860 2170  352 1406  174 1877  463  768 3066 1002],57747975
2062,[ 377  547 2032 3147 1136 2690 3586 2382  687 1590],57277798
2063,[3392 3041 3665 1336 2371 2336 3264 2023 3221 2890],57463725
2064,[ 140  154  729  958 1654  276 1223  304 1668   72],57306986
2065,[2813 1829 2158  789 1628 1103 1492 2607 1555 1631],52412599
2066,[2267 1070 2683 2297 2693 2347 2548 3241  521 2036],57451824
2067,[ 337  473   37  433  197 1056    3  538  270  125],56135940
2068,[2569 1365  875 1205 1075  992  629 1431  485 2268],56552254
2069,[ 393 2923  772 1452 1026  723 2082  531  379 2842],47875313
2070,[2013 2657  364 2389 3181 2721 3376 1299 3843 3811],57192213
2071,[ 789   37 1349  911  715 1592 1628 2108 1103 1555],37373013
2072,[1367 1090  276 1143 3098 3240 2311 3169  136 2487],57183688
2073,[3646  166 3262  540 1302  953 1914  727   23 1117],57094153
2074,[3099 3529 2365 1531 3635  419 3356 2609 2621 1615],57135411
2075,[ 621  488 1244  788  335 1554  388  347  614 1039],56936092
2076,[3791 1984 2976 3735 3695  224 1128 1889 3680 2535],56075298
2077,[3671 2518 3494 3782  986 1603 2219 2094 3682 1060],56810854
2078,[2377 1103 1391 1141 2774 3863 3312  970 1484 2666],56775813
2079,[2670 2459   57  446  999  107 1200 1313 1885 3406],17419531
2080,[1562 3511    0 1448 1424   39 2196 1460 2461 2572],56605338
2081,[1775 2618    0 2366 3542  706 1614 2112 1798  305],39863899
2082,[ 677 2585 3180 2086 2593 1226 1436 2770 1919 3529],56541141
2083,[1103 1789 1391 1141 1932 1349 2228 1476 3027 2507],56093731
2084,[2508 1573  212 1876  286 2601 2202 3551 2254 2408],56389966
2085,[ 728 1391 2828  716 2017  243 3190 1988 2986 1857],42921558
2086,[2267 2296  677 1343  989 2082  131 1773 2031 2572],54700919
2087,[ 322 3384  219 1465 2737 1902 3702 3681  929 2055],56072786
2088,[1448 1544 1213 2528 1362 2479 1105 3428 2860 2785],55403443
2089,[ 135 3843 1731 2362 3714 2851 3404 3510 1316 3688],56111713
2090,[ 728  715 3864 3502 3866 3509 3128 3870 1151  767],56217264
2091,[2611 3063 2339 2492 2430 1344  314 2417  498 2585],55404490
2092,[1172 1873 1803 1001 3034  869 3586 1492 1512  206],52386301
2093,[ 470  614  154 2342  335 2647 1935 2999 2698 1437],56130535
2094,[   3  917 1237 2067 2449 1793 3532 2077  673 2935],55874553
2095,[3653 3371  940 1897 1059 3638 3626 3840 1543 3501],55887965
2096,[2060  789 2221 2108 2813   67 3174 1258 1891 1921],41913192
2097,[ 642 2771 3653 1636 2051 3278 1526 2101 1491 2135],55791061
2098,[ 458 3147 2721 2113 1415 1377 3674 2469 3397 3039],55566188
2099,[1023 2186 2659 3215 2605   26  791 2787 1364 1749],54624824
2100,[3446  199 2820 1438 2279 3036  886 1217  589  497],54984593
2101,[2574  721 1089  922 1070 2057 1572 2051 1579 1560],55773674
2102,[3037  885  615 3172 3232 1680 1831 3314  152 3548],45529723
2103,[2911 3291 1235 1068 1563 2183 3058 2153 2673 2368],55310113
2104,[ 661 3217  491 1850 2385 1407 3266  443 1945  611],51081537
2105,[1997   71 2128 1162 3454 1925 2009 3483 2489  506],55331511
2106,[2509 2227 3119 2910 2540 2771 3660 3034 1295 3214],54303086
2107,[1910 1860 2929 2674 2470 2938 2303 3751 1984 2875],55351724
2108,[1628 2813   37 2668  728 2060 3174 1555 1309  715],28177151
2109,[3458 2043 2244 1334 1806 1079 2462 2656 1832 2652],42385861
2110,[1873 2422 1803 2108  269 1103 1555  715 2607 1628],23429808
2111,[2401 2992 1389   91  409  334  540 2408 3652 3752],8292487
2112,[ 227 2305 3198 2838 3342 3525  562 1295 3837 3112],54472240
2113,[2297  629 2917 2940   23 1153  953 1621 2623 2000],51265319
2114,[3501  910 1515 1228 2495 1738 1384 3358 2430 3299],54595517
2115,[2523   34 1528 3768  951 2352  624 3027 3058 3369],54754006
2116,[ 788 2436  393 1136 2419  154 1461  984 1936 2659],50346112
2117,[3120 3116  853  264 1202 2127  523 1201 2669 2655],54007867
2118,[  72  258 1247 1130 1045 2410 1700 1280 3188 3011],51179268
2119,[1696 2772 3177 1829 2711 1103 1555 1096 1261 3171],54571154
2120,[2607 1391 1349  716 1921 1258 1402 3109  728 2779],53476316
2121,[1340  931 2620 2744 2378 3678 3044  209 1595 3278],54762198
2122,[ 733 3710    6 1338 2295 2952  703 3282 1950 1553],54423646
2123,[ 728  715  558  948 2135 2108 3174 2060   27  539],54135163
2124,[ 660 2886 2716 3016 3794 2479 3423 3083 3289 1309],54439068
2125,[ 771 2043 3119 1471 3611 3276 3675 1057 2202 3825],34062273
2126,[2217  313 1912 2300 2342 3190   61 3541 2916 1321],54346396
2127,[ 853  264 1995  947 1202 2117 2655 1201  523 2669],54298665
2128,[2437 3715 3095  105 2105 2038 2267 2009 3483  506],42124281
2129,[ 796  940 1484 2478 3421 3087 3651 2339 3638 3721],54362905
2130,[3210 3062 3547 2029 1610 3574 3470 2924 2767 2488],53942891
2131,[2704  991 3421  453 3351 3549  986 1603 3204 2663],53869615
2132,[3079 2461 1290 3229 3502 2430  492  957 2140 2282],41995383
2133,[ 789 1258 2813 1103   67 2096 1891 2519 1921 1555],10066407
2134,[2535 2076 1825   65 3838 2960 3707 3735  659 3791],34589969
2135,[2435 2097 3467  422 1636  804 1457 2528 2500 2020],53917349
2136,[1336 2758 2632 1482 3006 2794  129 2152   18 1901],53878893
2137,[1053 2436 3044  641   90  593 3085 3330  400 1051],53585240
2138,[  37   27 1628 2060 2108 2813 1555   67 2350  789],35158591
2139,[ 413 2893 1782 1835 1000 1462  896 2640 1335  772],46453433
2140,[ 581 1840 3562 1142 1937 2132  686  229 1503  894],49930349
2141,[1121 2501  485 3516 2466 2435  642  446 1682 1119],53000195
2142,[3638 3404 1787 1433 3266 2167 1489 2765 3117 2162],53240199
2143,[2058 1668 3198 1459 3686 1923 2322 3370 2869 1035],53520224
2144,[2018 2393 1391 1592 1141 1829 1628 1349 1555 1103],53532069
2145,[2654  152 2827 3104 2811 3061 2462 3205 2911 2914],52794055
2146,[ 728 3174 1555 2668 1258 1402  715 1921 1463 2108],28264507
2147,[1450  388  796  614 1964 3026 3122 3031  738  344],52970271
2148,[2441 3849 3424 3226 3501 3781 3342 3428 2674 2498],53043267
2149,[ 361 3397 1135  924  539 1352 2436 2430  187  745],51667738
2150,[ 797 1205 3651 3102  627 2251  772 3433 2182 3537],11097826
2151,[1496 1236  757 1924 1183 1315 1648   68  873 1683],52383667
2152,[1520 1543  225  986 1603  484  608 2136 1715 1666],52553020
2153,[1865 1965 2183 1556 1409 1176 2103 3715 3600 1563],52906289
2154,[ 226 2658 2193  251 1389  944 1669 1111  540 2430],52223526
2155,[2584 2504 1289 2313 2407  480  999 2452 1313 1200],52703690
2156,[ 691 2000 1205 2881 2161 3820  182 1798  629   94],51153545
2157,[ 411 1315 2942 1555  345  717 2108  915 1496 2668],18291464
2158,[2877   67   37  269 2813 2607  173  789 1686  948],26411368
2159,[3863 3486 1562   84  474 1375 1068 3369 3745 3345],52942657
2160,[2870  154 1205  615  335 1837  629  885 1960 1585],52575933
2161,[ 784 2514 1397 2598 3156 3417  397 1280 2741 2931],52834391
2162,[1469 1528 3724 2305 1346 1752 2430 3301 2142 2167],52760964
2163,[2377 2101 1364 1141 1391 1103 1058 2193 1410 2658],52560308
2164,[1827 1290 2366  752  441  885  170 1443  907 1701],52081453
2165,[2112  535 3851 1081 2926 1017 2770 3863 1436 3368],43311701
2166,[ 166  304 2436  488  335 2921  154  678 1740 2662],52492716
2167,[1469 2380 3445 3549 3300 2492 1614 3363 2162 2919],52640864
2168,[ 244 2017 2530 1111 2430 1658  944  540   15 1389],51051790
2169,[ 551 2514 1205  382 1365 1804  615  885 3629 1888],10456782
2170,[3792 3128 2061 1100 3828 2426 2325  768 2015 1002],50829024
2171,[1470 2535 3725 1906  708 3315 3180 3702 2748 3592],51959225
2172,[ 998 3043 1446 2515 1023  279  553 3334 2585 2605],52179662
2173,[ 639 1794 1310 2713 2976 2530 2489  506  944 3318],52311932
2174,[3180 3725 2557 2082  396 2704  986 3494 1603 2776],52357642
2175,[3187 2373 2613 3180  685   11 2250 1668  697 1750],52306302
2176,[1828 2320 2688 2712 1244 2729 1112 2070  896 2985],52193530
2177,[ 459 1581 3662 3549  396 2986  466 2012 3749   87],52280576
2178,[3296  642 3768  742  820 2892 3855 3298  987 3761],51601173
2179,[3521 3084 2127 3231 3501 1981  778 3768 2528 1867],50048114
2180,[ 222 1549 2964 2514  885 2342 3544  775 3378 2320],52071717
2181,[ 963  363 2828 2752 2706 2461  608 2857 1319   77],52025659
2182,[2249 3358 2806 3435 2355 2437 3537  454 1963 2150],50185725
2183,[1841  944 1111 1389 1385 2430  304 1148  540  455],51981119
2184,[1233 1532  584  885 1365  614 1704 2319 3178 1837],51309765
2185,[ 502 1958 2284 1779  885 2514  335 1340 1590 2780],47597940
2186,[1169 3403 1364 3334 1312 2659 2412  791 1021 2605],51700038
2187,[2055 1135  999  824 2694  518  219 2530 1553 2312],51114070
2188,[1111  540 1069  251 3791 1273 2430 1658 1716 1389],49118415
2189,[2161 2231 1438  861  796 1935 1122  614 3122 3031],51036089
2190,[1945 2430 3523 1207 3005 1031 1190 1744  607 1477],51378164
2191,[3715 2857 2691  347 2899 2764 1212  145 1556 2806],51198548
2192,[1141 1845 2283 2938 1364 3085  987  913 3409 3694],50890693
2193,[1141 1391 1103 2154 2714 2652 1410 2163 2558 2658],51478122
2194,[1747 1833 3074 3511 2471  598 3195 3236 3095  130],51430433
2195,[1817  932  868  407 1851  602 1721 1525  801 2045],50366872
2196,[1607 2972 1238  540 1324   39  278 1000 3142 2080],51333291
2197,[2405 1033  870 2331 3345 2159 3637  954  505 2266],38732855
2198,[1434 3374 1032 2992 2208 3870 1800 3798 2360 3127],45360751
2199,[ 193 1398 2618 2346 1605 2252  966 2524 3724 3743],29085647
2200,[2313 1628 2557 1313 1349 1635 1592 1555  728 1103],29144891
2201,[1503 1815 3863 3524 1696 2626 2495 1388 2777 1990],51295174
2202,[3611 2977 3845 3586 3813 2378  334 2125 3330 3825],50036515
2203,[1349 2286 1555  411 2377 2144 1546 1141 1103 1391],51120422
2204,[3501 3428  858 3781 1509 1992 2388 2996  113 2484],50959538
2205,[1138 2230 1468  878 2218 3080 2144 2358 1970  687],51138699
2206,[1079 3104 2342 2600 1070 2462 1668 1226  133 2635],51029559
2207,[3158 3863 2557 1141 1391 3810 1103 1801 2847 1734],50187950
2208,[3079   69 3529 3778 3715 1447 2024 2783 2638 1874],51078732
2209,[ 226 1111  944 3776  118 1048 1389  540 2430  176],50965265
2210,[2537 3271  453 2557 1349 1555 2377 1141 1391 1103],50473432
2211,[3598 1503 3276  298 3806 3436 1042  128 1795 2957],47450958
2212,[1177   65 1111 2430 1031 3345 1829 2470 3768 2379],50982590
2213,[2485  782 2998  473 2985  731 1190 1178 2478 2506],50976572
2214,[ 796 2489 1370 2250 1141 3712 2578  584 1718  973],49610718
2215,[3838 1557 1420 1716 2350 2636  532 1212  720 1659],50531435
2216,[3730 2238   17 1269 2684 2227 3343 3783 3422 3539],37176398
2217,[2403 3083 2978 2337 1961 2157 2886 2108 2668 2535],50742359
2218,[ 590 1807 1375 3626 1506  453  794 1246 1970 1102],50700292
2219,[1269 1015  400  118  556  129  638 2572  737 2077],50284812
2220,[1446 1992 3334 3589 2605 2659 2484 2515 1893  553],42390208
2221,[1924  915 1258 2017  757 1977 1921  345 1496  728],49976310
2222,[2958 2659 1786 1617 2017 3334 1509 2943 1408 2484],50670586
2223,[3026 2519  715 2060 3493 3423 3174 1309 2108 2734],12672083
2224,[ 437 2749 1134 2541 3096 1996 3236 2261 3710 3042],49809057
2225,[1229 1824  983 3450 3768 1040  710 2212 2713 2864],34790491
2226,[1593 1101 1245 3256 3299  822 3428 3501 1941 3527],47845783
2227,[ 265 2932 2295 2446 2216 3422 1268 3358 1962 3539],50197298
2228,[2932 3237 2083 1378 1529 1830 1789 1476 1230 1137],50127336
2229,[1402 1001 1492 1803 2060 2607 1873 1258 1648 1966],49587675
2230,[2525 2358 2155 3597 3193 1468 1594 2692 1052  304],44346518
2231,[1973  154 2544 1684  796 1495  861 1756 2536 2398],49588649
2232,[2770 3212 1436 1711   62  829 3689 3550 3511 2470],49786954
2233,[2127 2581 2702 2752 3292 2742  735 2356 2286 1995],49684456
2234,[1295  151 2846 1854 2580  543   53 2323 3347 1252],35330244
2235,[ 972 3601 1594 3293 3397 3240 2989 2224  263 2213],47177312
2236,[1968 3423 3347 1555 2403 2942 2978 2108 2157 2668],14679729
2237,[2069 1776 3786  697 3862 3120 1427 3093  608 3715],30444762
2238,[2178 2380  851 3539 2504 3343  563 2424 3027 2216],35545694
2239,[3675 1714 1994  808 3051 2893 3859 3452 2258  874],47955207
2240,[1398 3171 2347  501 1699  236  521 1922 1394 2750],47819123
2241,[3431  814  685 2725 2049  424 1953 2577 1276 3798],17090753
2242,[1272  347  595 2112 1031 3348 3802 2964 2409 3256],47943812
2243,[1728 3035  546 1156 2889  392 1945 1328 1146 2998],47621912
2244,[ 345  915  717 1315 1803 1966 1496 1628 1648 2157],44629462
2245,[  15 2360 1941 3549 3702 2252 3316 1994 1176 3092],42635813
2246,[3587 3151 2826 1571 3482 1323 2049 2453   40 1857],42966264
2247,[1293 1294 1285 1274 3120 2039 3589 2534 3565 3278],41363350
2248,[ 473  789 1592 1043 1628 1438 1555 1103  538 1056],42803967
2249,[2251 2014  525 3138  626  788  452  225  340  546],47734827
2250,[1289 1200 1313 2214  584 1407 1764 1148 1099 1850],45628635
2251,[1806 3495    1 3772 2933 2771 3537 2949  525 2267],42558097
2252,[1623 2615 3109 2245 2977 1164 1825 3092 1605  443],47698513
2253,[3180 2312 2643 2854 2298 1899  861 1765 2055 1009],47702473
2254,[ 212 1687 3734 2527 1648  345 3104 1966 3607 1700],47556323
2255,[1505 1433 2105 1054 1997 2940 2313 2585 2826 2489],22973123
2256,[1274 1617 1318  791 1689 3133 1668 3322 3629 2484],47800751
2257,[1349 3429 1555 2377 3088 1592 1141 1391 1103 2200],46929319
2258,[1994 3421 2588 2893 3859  874 3452 2239  183 3204],39167977
2259,[  42 2045 1525  796  344  388 1721  488  868  932],47623825
2260,[3507 3717 3756  151 3248 2945 1171 1385 2889 1655],47839264
2261,[1420 2826 1047 1363 2751 2224 3750  491 3259 2541],42358247
2262,[1875  522  992 1138 3045 2721 3134 1374   33 1996],46727629
2263,[1865 3177 2642 2782 3109 3865 3426 3279 3498   87],47756268
2264,[ 511 2851  854 3848 3736 3588 1228 3835  907 3042],47584510
2265,[ 502 1340 2967 2017  615  335 1940 2160 1552 1433],47256077
2266,[3427  187 3356 1655 2458 2507 2492 3300 3345 2412],25034611
2267,[1806 1332 1798 3262 3680 3772  525 2933 2251 2949],40471380
2268,[ 485 1454 1431  405 2569  875  629  992 1075 2068],47536307
2269,[ 531  242  608 1489 3276 2280  582  483  402 3139],29459262
2270,[3603 1787  242  456 1973 1495 1756 3395 2954 1417],47545779
2271,[  67 2877  879  269  911   37 1628 2813 2040  789],35037314
2272,[2233  572 1222 2920  929 2583 1185 1626 2906 3077],47322970
2273,[2215 1547 1368  632 3765 1951 2319 3133 2006 1912],42179491
2274,[1824 1872  199 2525 2358 2017  347 1144 3718 3332],17150073
2275,[3854 2355 3863 2095 3665  839 2127 3494  562 3292],46960140
2276,[2813  789 1592 1829 2144 1349 1628 1555 1103 1396],47043218
2277,[3786 2753 1343 1026  533 3863 3610 2027 3390 1113],47149346
2278,[1951 3488 3659 3014 1388 2372  190 1995 3496 2343],32987274
2279,[3036  886  589 2100  107 1217 3425  331 1683  497],45408437
2280,[1962 1990 2640  289 2575 2706 2711  914  402 1489],47015825
2281,[1083 1194  917 1821 2645  305 2929 3338 3676 1530],46955132
2282,[3133 1797 3690 2138 1032 3675 3870 1080 3046 2132],41791991
2283,[1777 2909 1852 1981 2938  831  817  913 2316 3340],26232498
2284,[2617 1532 2522  377 2512  678 2067  873   68 2185],46444981
2285,[2537 2557 1349 1555 2377 1141 1391  479 1103  256],46803847
2286,[ 757 1025  781 1315  717 1697  411  345 1496  915],46851511
2287,[ 964 1190 2110 2715 3676 1144 2431 2200 2015 2325],45883004
2288,[2295 2665  540 3223  219 1852 1945 2312 2844 1668],40895695
2289,[2522  673 2801 2155 2009 2769  740  457  159 3393],46623590
2290,[2085 1491 1040 2649 3378  515 2437 3144 1508 1665],22730465
2291,[ 446  161  755 3241  522  653  199  505 2221 2017],46762315
2292,[1387  228  261 1230 3845 1168 1375  229 1243 1184],46804456
2293,[1601 3663  957 3283 3799 3214 3208 3580  954 3637],27305672
2294,[ 670 1709 3688  334 3497 3621 3802  590 3766 1439],46215992
2295,[1773 2122 2710 3458 2565 2227 2751 2630 2709 2952],46484602
2296,[3423 2221 1773 2017   53  955 1928 1309 3269 2108],44611598
2297,[1349 1103 2769  763  255 2986 2683 2840 2693 2308],46628217
2298,[2175 2016 3241  685 1279 2253 3003 3076 3348  697],45095858
2299,[1914  774 3490 1179  837 1850 2612 2764  383 2806],46138828
2300,[1850  105 3824 2126 1117 2972 2532 2514 2586 2453],46254394
2301,[2962 2483 2694  142 1151 3866 2682  370  641 2823],46100160
2302,[2286  255 2683 3083 2693 2308  411 2592 1163 1354],46304267
2303,[2439 3539 1984  766 2107 2672 3687 3463 3388 2875],46275659
2304,[1111  924 1389 1981  540 2430 3013  586 1517 3425],46300983
2305,[1177 3414 1986 2828 2668 2157 3019 2112  453  443],46199450
2306,[ 804 2400 2439 2135 2308 2139 1832 1440 1528  585],46175751
2307,[ 947 3160 2055 2918 1937 2430 2343 3530  559 2445],35288013
2308,[1141 1887 2986 3083  255 2439 2840 2297 2683 2693],46154546
2309,[2974 1281 3072 2315 3079 2186  791 2715 2412  114],32772801
2310,[3323 1962 2383 1774  963 2092 3627 1778 3034  206],46123821
2311,[ 276 3051  458 1461 2943 3084 2487  136 2072 3169],46014923
2312,[ 731 2187  846 2791 3634 3687 2288 2055 2854  518],45642553
2313,[2452  480 1289  999  716 1200 2200 1505 1313  728],22510719
2314,[2828 2460 2431 2700 2391 1391 1016 2543 2647 2387],45932337
2315,[1555  615  871 2405 2951 3663 1845 3294 3491 3668],45897442
2316,[1218 1649  418 1777 1981  817  913 3340  831 2283],37715348
2317,[3203 1483 2776 2034  241 1606 2916 1600 1352 3749],45319414
2318,[1202 2335 3663 2315 3668 2563  736 2996 1081 2627],45960792
2319,[1025 2786 1648 1315  717  345  411  915 1496 1859],33342032
2320,[2097 1307  339 1929 1823  946 2514 1794 3544 2180],45417241
2321,[3531  147  299 1479 2055 1273 3074 1069 1459 1147],45818343
2322,[ 562  794 1636 1545 3492 2731 2143 1583 3370 1459],45743470
2323,[ 850  104  312 3467 3798 1032 3870  151 1854 2580],45789225
2324,[2279 3800 1858  345 3193 1670 1604 3425 3160 2747],45550516
2325,[1640 1319 1925 2287 1908   73 1065 2015 1327 2378],44419542
2326,[1311 2513 1941 3226  805 1105  934 1939 1325 1835],45778774
2327,[2108  915  192  757 1103 1924  558   37 2060 1555],44880385
2328,[3347 3366 1873  789 1400 2040 1709 2877 2405 1317],45734217
2329,[ 249  603 1205 1280  555  344 3052 1964 1684 3011],17499962
2330,[1293 1287 1297 1295 1296 3748 1196  696 1564 2402],45091193
2331,[ 485  154  729   72 1964  861 1122 2398  796 1935],45677714
2332,[2870  631  975 1045 2530  885 1130 2410 2335  397],45593763
2333,[1622 2135  855 3425 2127 2435 2430  848 3768 2340],45573842
2334,[ 839  850 2960 3182  834 3172  343 1562 2606 3471],21471814
2335,[2607 2519 2108 1391 2060 1402 3174  538 1555 1103],16480511
2336,[1555 1391 1103 2063  830 1670 3221 2685 2654 3714],44493218
2337,[2217 1925 2956 2963  599  607 1894 2458 3378 2448],40977081
2338,[3090  444 2133 1167 2851 3366 2713 1437 2501 2511],34797543
2339,[2492 1790 1369 1592 1828  924 2129  708  938 3187],40524878
2340,[2557 2607 2333 1829 2308 1391 1141 1555 1349 1103],45296730
2341,[1364 2163 1312 2673 2659 2894 1169 1021  291 2787],45135870
2342,[  70  784  388  614 2390 2180 2093  335  140  463],41783612
2343,[2278 1481 1268  677 2307 3695 2445 1749 3530  386],41132461
2344,[ 791 2515 2605 2099 2894 1021 2186 1749 1364 2659],45307004
2345,[ 281 3605 3422 1069 3621 3242 1488  212 3740 2709],27659555
2346,[ 234 1874  128 1671 1447 1100   69 2608 3790 3598],45075681
2347,[2750 1041 3241 1394  633 2240 2762 2066  521 2884],43732205
2348,[ 229 1238 1184 3475 2070 3718 3843 3094 2459 3811],45199751
2349,[1391 2431 1141 2236 2608 2557 2387 2814 2828 3768],37106377
2350,[ 453  426 1557 2215  128 1916 2438 1903  920 2138],19687833
2351,[1809 2124 3791 2533 3300 1218 3530  821  929 3545],41038445
2352,[3675 2078  756 3784 3662 3490 3768 3439 1727 3431],24617854
2353,[2437 3758 2101 1479 2549 2210  546 3565 3458  453],40401835
2354,[ 466  299 1330 1778 1284  430 1237 1030 1664 1524],39698189
2355,[1352 2304  388 1411  344  447 3186  614 2954 2502],23925061
2356,[3382 2387 1349 1555 2647 1103 2700 1995 2427 3221],44941552
2357,[1409 2679 1323 3446 1158 1727 3561 1552 3114 3048],29761450
